player,year,pos,college,dob,age_season_start,height,weight,years_exp,team,rec_tgt,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fum,total_yds,games_played,games_started,share_rec_tgt,share_rec,share_rec_yds,share_rec_td,share_rush_att,share_rush_yds,share_rush_td,catch_rate,yds_per_catch,rec_yds_per_game,rec_per_game,tgt_per_game,yds_per_rush,rush_att_per_game,rush_yds_per_game,fpts_standard,fpts_half_ppr,fpts_ppr,fpts_ppr_f1,adp,adp_f1,depth,depth_f1,is_majorly_injured
adrian peterson,2013,RB,Oklahoma,1985-03-21,28.46849315068493,73,220,6,['MIN'],40,29,171,1,279,1266,10,5.0,1437,14,14,0.07462686567164178,0.08923076923076922,0.04691358024691358,0.05555555555555555,0.7520215633423181,0.6759209823812066,0.5555555555555556,0.725,5.9,12.2,2.07,2.86,4.54,19.93,90.4,204.7,219.2,233.7,11.3,9999.0,9999.0,1.0,1.0,0
adrian peterson,2014,RB,Oklahoma,1985-03-21,29.46849315068493,73,220,7,['MIN'],3,2,18,0,21,75,0,0.0,93,1,1,0.0058823529411764705,0.006211180124223602,0.005047672462142457,0.0,0.05965909090909091,0.0495703899537343,0.0,0.6666,9.0,18.0,2.0,3.0,3.57,20.98,74.9,9.3,10.3,11.3,259.7,3.4,1.7,1.0,1.0,1
adrian peterson,2015,RB,Oklahoma,1985-03-21,30.46849315068493,73,220,8,['MIN'],36,30,222,0,327,1485,11,7.0,1707,16,16,0.08126410835214447,0.10204081632653061,0.06839186691312385,0.0,0.7694117647058824,0.7315270935960592,0.7333333333333333,0.8333,7.4,13.9,1.87,2.25,4.54,20.44,92.8,229.7,244.7,259.7,10.0,1.7,6.6,1.0,1.0,0
adrian peterson,2016,RB,Oklahoma,1985-03-21,31.471232876712328,73,220,9,['MIN'],6,3,8,0,37,72,0,1.0,80,3,3,0.010273972602739725,0.007263922518159807,0.0019445794846864365,0.0,0.10422535211267606,0.06277244986922406,0.0,0.5,2.67,2.7,1.0,2.0,1.95,12.33,24.0,7.0,8.5,10.0,79.9,6.6,58.7,1.0,2.0,1
adrian peterson,2017,RB,Oklahoma,1985-03-21,32.47123287671233,73,220,10,"['NO', 'ARI']",19,11,70,0,156,529,2,3.0,599,10,7,0.016349052265876463,0.015865009858315373,0.008755008557269923,0.0,0.21036733536733537,0.19401750972762644,0.16666666666666666,0.5789,6.36,7.0,1.1,1.9,3.39,15.6,52.9,68.9,74.4,79.9,190.0,58.7,82.3,2.0,1.0,0
adrian peterson,2018,RB,Oklahoma,1985-03-21,33.47123287671233,73,220,11,['WAS'],26,20,208,1,251,1042,7,3.0,1250,16,16,0.05295315682281059,0.06430868167202572,0.06327958624885914,0.0625,0.7404129793510325,0.7363957597173145,0.7,0.7692,10.4,13.0,1.25,1.62,4.15,15.69,65.1,170.0,180.0,190.0,148.0,82.3,114.4,1.0,1.0,0
adrian peterson,2019,RB,Oklahoma,1985-03-21,34.47123287671233,73,220,12,['WAS'],23,17,142,0,211,898,5,3.0,1040,15,15,0.04956896551724138,0.05704697986577181,0.04430577223088924,0.0,0.6492307692307693,0.6167582417582418,0.625,0.7391,8.35,9.5,1.13,1.53,4.26,14.07,59.9,131.0,139.5,148.0,124.5,114.4,117.7,1.0,1.0,0
adrian peterson,2020,RB,Oklahoma,1985-03-21,35.47397260273973,73,220,13,['DET'],18,12,101,0,156,604,7,0.0,705,16,10,0.03225806451612903,0.03225806451612903,0.02301207564365459,0.0,0.46846846846846846,0.4474074074074074,0.4117647058823529,0.6667,8.42,6.3,0.75,1.12,3.87,9.75,37.7,112.5,118.5,124.5,25.6,117.7,9999.0,1.0,3.0,0
adrian peterson,2021,RB,Oklahoma,1985-03-21,36.47397260273973,73,220,14,"['SEA', 'TEN']",4,4,8,0,38,98,2,1.0,106,4,3,0.003838771593090211,0.00558659217877095,0.0010698047606311847,0.0,0.04278647747187518,0.023485541565787013,0.06274509803921569,1.0,2.0,2.0,1.0,1.0,2.58,9.5,24.5,21.6,23.6,25.6,0.0,9999.0,9999.0,3.0,3.0,0
adrien robinson,2012,TE,Cincinnati,1988-09-23,23.956164383561642,76,264,0,['NYG'],0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
adrien robinson,2013,TE,Cincinnati,1988-09-23,24.956164383561642,76,264,1,['NYG'],0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9999.0,9999.0,3.0,3.0,0
adrien robinson,2014,TE,Cincinnati,1988-09-23,25.956164383561642,76,264,2,['NYG'],7,5,50,1,0,0,0,0.0,50,16,1,0.011686143572621035,0.013054830287206266,0.011185682326621925,0.03333333333333333,0.0,0.0,0.0,0.7143,10.0,3.1,0.31,0.44,0.0,0.0,0.0,11.0,13.5,16.0,0.0,9999.0,9999.0,3.0,3.0,0
ahmad bradshaw,2009,RB,Marshall,1986-03-19,23.471232876712328,71,195,2,['NYG'],30,21,207,0,163,778,7,3.0,985,15,1,0.05628517823639775,0.0621301775147929,0.04875176636834668,0.0,0.3918269230769231,0.44381061038220193,0.5384615384615384,0.7,9.86,13.8,1.4,2.0,4.77,10.87,51.9,137.5,148.0,158.5,242.9,9999.0,9999.0,3.0,3.0,0
ahmad bradshaw,2010,RB,Marshall,1986-03-19,24.471232876712328,71,195,3,['NYG'],58,47,314,0,276,1235,8,7.0,1549,16,11,0.10861423220973783,0.13864306784660768,0.07846076961519241,0.0,0.6216216216216216,0.5789967182372245,0.47058823529411764,0.8103,6.68,19.6,2.94,3.62,4.47,17.25,77.2,195.9,219.4,242.9,191.60000000000002,9999.0,9999.0,3.0,3.0,0
ahmad bradshaw,2011,RB,Marshall,1986-03-19,25.471232876712328,71,195,4,['NYG'],44,34,267,2,171,659,9,1.0,926,12,9,0.07547169811320754,0.09497206703910614,0.05437881873727088,0.06896551724137931,0.456,0.46671388101983,0.5625,0.7727,7.85,22.2,2.83,3.67,3.85,14.25,54.9,157.60000000000002,174.60000000000002,191.60000000000002,182.0,9999.0,9999.0,1.0,1.0,0
ahmad bradshaw,2012,RB,Marshall,1986-03-19,26.473972602739725,71,195,5,['NYG'],31,23,245,0,221,1015,6,3.0,1260,14,12,0.05805243445692884,0.07120743034055728,0.06175951600705823,0.0,0.572538860103627,0.553133514986376,0.3333333333333333,0.7419,10.65,17.5,1.64,2.21,4.59,15.78,72.5,159.0,170.5,182.0,41.8,9999.0,9999.0,1.0,3.0,0
ahmad bradshaw,2013,RB,Marshall,1986-03-19,27.473972602739725,71,195,6,['IND'],8,7,42,0,41,186,2,0.0,228,3,2,0.013888888888888888,0.02005730659025788,0.01062753036437247,0.0,0.119533527696793,0.13626373626373625,0.18181818181818182,0.875,6.0,14.0,2.33,2.67,4.54,13.66,62.0,34.8,38.3,41.8,155.5,9999.0,9999.0,3.0,2.0,0
ahmad bradshaw,2014,RB,Marshall,1986-03-19,28.473972602739725,71,195,7,['IND'],47,38,300,6,90,425,2,3.0,725,10,1,0.07298136645962733,0.09313725490196079,0.05937067088858104,0.14634146341463414,0.26239067055393583,0.3148148148148148,0.3333333333333333,0.8085,7.89,30.0,3.8,4.7,4.72,9.0,42.5,117.5,136.5,155.5,42.9,9999.0,9999.0,2.0,3.0,0
ahmad bradshaw,2015,RB,Marshall,1986-03-19,29.473972602739725,71,195,8,['IND'],14,10,64,3,31,85,0,0.0,149,6,0,0.023178807947019868,0.028089887640449437,0.016256032512065022,0.11538461538461539,0.09281437125748503,0.07172995780590717,0.0,0.7143,6.4,10.7,1.67,2.33,2.74,5.17,14.2,32.9,37.9,42.9,0.0,9999.0,9999.0,3.0,3.0,0
ahman green,2009,RB,Nebraska,1977-02-16,32.56164383561644,72,218,11,['GB'],5,3,18,0,41,160,1,0.0,178,8,0,0.009140767824497258,0.008426966292134831,0.004004449388209121,0.0,0.10933333333333334,0.10165184243964422,0.06666666666666667,0.6,6.0,2.2,0.37,0.62,3.9,5.12,20.0,23.8,25.3,26.8,0.0,9999.0,9999.0,3.0,3.0,0
ahmard hall,2009,FB,Texas,1979-11-13,29.82191780821918,71,241,3,['TEN'],16,12,79,0,1,5,0,2.0,84,16,7,0.03418803418803419,0.04428044280442804,0.02545103092783505,0.0,0.0023094688221709007,0.0021777003484320556,0.0,0.75,6.58,4.9,0.75,1.0,5.0,0.06,0.3,6.4,12.4,18.4,25.1,9999.0,9999.0,3.0,3.0,0
ahmard hall,2010,FB,Texas,1979-11-13,30.82191780821918,71,241,4,['TEN'],20,15,100,0,1,1,0,0.0,101,16,4,0.042826552462526764,0.054945054945054944,0.03050640634533252,0.0,0.002702702702702703,0.0006246096189881324,0.0,0.75,6.67,6.2,0.94,1.25,1.0,0.06,0.1,10.1,17.6,25.1,15.0,9999.0,9999.0,3.0,3.0,0
ahmard hall,2011,FB,Texas,1979-11-13,31.82191780821918,71,241,5,['TEN'],14,9,46,0,6,24,0,1.0,70,12,7,0.024179620034542316,0.02556818181818182,0.011203117389186557,0.0,0.01729106628242075,0.01833460656990069,0.0,0.6429,5.11,3.8,0.75,1.17,4.0,0.5,2.0,6.0,10.5,15.0,0.0,9999.0,9999.0,3.0,3.0,0
ainias smith,2024,WR,Texas A&M,2001-05-31,23.27123287671233,69,176,0,['PHI'],9,7,41,1,2,6,0,0.0,47,7,1,0.02158273381294964,0.023178807947019868,0.011657662780779073,0.041666666666666664,0.00437636761487965,0.0024958402662229617,0.0,0.7778,5.86,5.9,1.0,1.29,3.0,0.29,0.9,10.7,14.2,17.7,0.0,581.0,9999.0,3.0,3.0,0
aj barner,2024,TE,"Indiana,Michigan",2002-05-03,22.34794520547945,78,251,0,['SEA'],38,30,245,4,0,0,0,0.0,245,17,6,0.06678383128295255,0.07263922518159806,0.055948846768668646,0.19047619047619047,0.0,0.0,0.0,0.7895,8.17,14.4,1.76,2.24,0.0,0.0,0.0,48.5,63.5,78.5,0.0,622.0,9999.0,3.0,3.0,0
aj brown,2019,WR,Mississippi,1997-06-30,22.186301369863013,73,226,0,['TEN'],84,52,1051,8,3,60,1,1.0,1111,16,11,0.19811320754716982,0.17687074829931973,0.2665483134669034,0.2962962962962963,0.007957559681697613,0.03143006809848088,0.058823529411764705,0.619,20.21,65.7,3.25,5.25,20.0,0.19,3.7,164.1,190.1,216.1,243.5,186.0,38.2,2.0,1.0,0
aj brown,2020,WR,Mississippi,1997-06-30,23.18904109589041,73,226,1,['TEN'],106,70,1075,11,0,0,0,0.0,1075,14,12,0.22746781115879827,0.2222222222222222,0.2809722948248824,0.3333333333333333,0.0,0.0,0.0,0.6604,15.36,76.8,5.0,7.57,0.0,0.0,0.0,173.5,208.5,243.5,180.9,38.2,25.0,1.0,1.0,0
aj brown,2021,WR,Mississippi,1997-06-30,24.18904109589041,73,226,2,['TEN'],105,63,869,5,2,10,0,0.0,879,13,13,0.20153550863723607,0.17597765363128492,0.2324150842471249,0.22727272727272727,0.004081632653061225,0.004672897196261682,0.0,0.6,13.79,66.8,4.85,8.08,5.0,0.15,0.8,117.9,149.4,180.9,301.6,25.0,25.7,1.0,1.0,0
aj brown,2022,WR,Mississippi,1997-06-30,25.18904109589041,73,226,3,['PHI'],146,88,1496,11,0,0,0,2.0,1496,17,16,0.2891089108910891,0.25142857142857145,0.34280476626947753,0.44,0.0,0.0,0.0,0.6027,17.0,88.0,5.18,8.59,0.0,0.0,0.0,213.6,257.6,301.6,291.6,25.7,14.0,1.0,1.0,0
aj brown,2023,WR,Mississippi,1997-06-30,26.18904109589041,73,226,4,['PHI'],158,106,1456,7,0,0,0,2.0,1456,17,17,0.30095238095238097,0.2872628726287263,0.35800344234079173,0.2916666666666667,0.0,0.0,0.0,0.6709,13.74,85.6,6.24,9.29,0.0,0.0,0.0,185.6,238.6,291.6,216.9,14.0,9.0,1.0,1.0,0
aj brown,2024,WR,Mississippi,1997-06-30,27.19178082191781,73,226,5,['PHI'],97,67,1079,7,0,0,0,0.0,1079,13,13,0.23261390887290168,0.22185430463576158,0.30679556440147854,0.2916666666666667,0.0,0.0,0.0,0.6907,16.1,83.0,5.15,7.46,0.0,0.0,0.0,149.9,183.4,216.9,0.0,9.0,9999.0,1.0,3.0,0
aj derby,2016,TE,Arkansas,1991-09-20,24.96712328767123,77,240,1,"['NE', 'DEN']",20,16,160,0,0,0,0,1.0,160,10,3,0.018083182640144666,0.023809523809523808,0.02053388090349076,0.0,0.0,0.0,0.0,0.8,10.0,16.0,1.6,2.0,0.0,0.0,0.0,15.0,23.0,31.0,56.4,638.0,346.0,2.0,3.0,0
aj derby,2017,TE,Arkansas,1991-09-20,25.96712328767123,77,240,1,"['MIA', 'DEN']",40,21,244,2,0,0,0,1.0,244,11,1,0.035783732730841886,0.03129542297877838,0.03317148194672593,0.05263157894736842,0.0,0.0,0.0,0.525,11.62,22.2,1.91,3.64,0.0,0.0,0.0,35.4,45.9,56.4,13.8,346.0,508.0,3.0,2.0,0
aj derby,2018,TE,Arkansas,1991-09-20,26.96712328767123,77,240,2,['MIA'],5,3,48,1,0,0,0,0.0,48,4,0,0.01152073732718894,0.010309278350515464,0.014519056261343012,0.04,0.0,0.0,0.0,0.6,16.0,12.0,0.75,1.25,0.0,0.0,0.0,10.8,12.3,13.8,0.0,508.0,9999.0,2.0,3.0,0
aj dillon,2020,RB,Boston Col.,1998-05-02,22.350684931506848,72,247,0,['GB'],2,2,21,0,46,242,2,0.0,263,11,0,0.004008016032064128,0.005390835579514825,0.004878048780487805,0.0,0.11734693877551021,0.12234580384226491,0.15384615384615385,1.0,10.5,1.9,0.18,0.18,5.26,4.18,22.0,38.3,39.3,40.3,185.6,131.0,75.2,2.0,2.0,0
aj dillon,2021,RB,Boston Col.,1998-05-02,23.350684931506848,72,247,1,['GB'],37,34,313,2,187,803,5,2.0,1116,17,2,0.06502636203866433,0.08478802992518704,0.06909492273730684,0.05128205128205128,0.46867167919799496,0.45290468133107725,0.5,0.9189,9.21,18.4,2.0,2.18,4.29,11.0,47.2,151.6,168.6,185.6,166.6,75.2,46.4,2.0,2.0,0
aj dillon,2022,RB,Boston Col.,1998-05-02,24.350684931506848,72,247,2,['GB'],43,28,206,0,186,770,7,1.0,976,17,3,0.07977736549165121,0.07692307692307693,0.05295629820051414,0.0,0.44285714285714284,0.3811881188118812,0.6363636363636364,0.6512,7.36,12.1,1.65,2.53,4.14,10.94,45.3,138.6,152.6,166.6,117.6,46.4,85.0,2.0,2.0,0
aj dillon,2023,RB,Boston Col.,1998-05-02,25.350684931506848,72,247,3,['GB'],28,22,223,0,178,613,2,0.0,836,15,6,0.049910873440285206,0.058823529411764705,0.05296912114014252,0.0,0.4599483204134367,0.37174044875682233,0.3333333333333333,0.7857,10.14,14.9,1.47,1.87,3.44,11.87,40.9,95.6,106.6,117.6,0.0,85.0,9999.0,2.0,3.0,0
aj green,2011,WR,Georgia,1988-07-31,23.101369863013698,76,207,0,['CIN'],115,65,1057,7,5,53,0,1.0,1110,15,15,0.22030651340996169,0.21103896103896103,0.3013972055888224,0.3333333333333333,0.012048192771084338,0.032615384615384616,0.0,0.5652,16.26,70.5,4.33,7.67,10.6,0.33,3.5,152.0,184.5,217.0,299.8,9999.0,9999.0,1.0,1.0,0
aj green,2012,WR,Georgia,1988-07-31,24.104109589041094,76,207,1,['CIN'],164,97,1350,11,4,38,0,2.0,1388,16,16,0.31001890359168244,0.28955223880597014,0.3546099290780142,0.39285714285714285,0.010582010582010581,0.02334152334152334,0.0,0.5915,13.92,84.4,6.06,10.25,9.5,0.25,2.4,202.8,251.3,299.8,305.6,9999.0,9999.0,1.0,1.0,0
aj green,2013,WR,Georgia,1988-07-31,25.104109589041094,76,207,2,['CIN'],178,98,1426,11,0,0,0,1.0,1426,16,16,0.3079584775086505,0.2692307692307692,0.3300161999537144,0.3333333333333333,0.0,0.0,0.0,0.5506,14.55,89.1,6.12,11.12,0.0,0.0,0.0,207.6,256.6,305.6,206.3,9999.0,9999.0,1.0,1.0,0
aj green,2014,WR,Georgia,1988-07-31,26.104109589041094,76,207,3,['CIN'],116,69,1041,6,2,2,0,3.0,1043,13,13,0.23529411764705882,0.21428571428571427,0.294650438720634,0.3157894736842105,0.004640371229698376,0.0010116337885685382,0.0,0.5948,15.09,80.1,5.31,8.92,1.0,0.15,0.2,137.3,171.8,206.3,274.7,13.3,19.2,1.0,1.0,0
aj green,2015,WR,Georgia,1988-07-31,27.104109589041094,76,207,4,['CIN'],132,86,1297,10,0,0,0,1.0,1297,16,16,0.2693877551020408,0.25825825825825827,0.3184384974220476,0.3225806451612903,0.0,0.0,0.0,0.6515,15.08,81.1,5.37,8.25,0.0,0.0,0.0,188.7,231.7,274.7,186.4,19.2,8.9,1.0,1.0,0
aj green,2016,WR,Georgia,1988-07-31,28.106849315068494,76,207,5,['CIN'],100,66,964,4,0,0,0,0.0,964,10,10,0.18484288354898337,0.18181818181818182,0.22985216976633285,0.2222222222222222,0.0,0.0,0.0,0.66,14.61,96.4,6.6,10.0,0.0,0.0,0.0,120.4,153.4,186.4,228.8,8.9,10.4,1.0,1.0,0
aj green,2017,WR,Georgia,1988-07-31,29.106849315068494,76,207,6,['CIN'],144,75,1078,8,0,0,0,2.0,1078,16,16,0.2938775510204082,0.24671052631578946,0.31836975782634375,0.32,0.0,0.0,0.0,0.5208,14.37,67.4,4.69,9.0,0.0,0.0,0.0,153.8,191.3,228.8,149.4,10.4,22.8,1.0,1.0,0
aj green,2018,WR,Georgia,1988-07-31,30.106849315068494,76,207,7,['CIN'],77,46,694,6,0,0,0,2.0,694,9,9,0.14583333333333334,0.13897280966767372,0.19445222751471,0.2222222222222222,0.0,0.0,0.0,0.5974,15.09,77.1,5.11,8.55,0.0,0.0,0.0,103.4,126.4,149.4,111.3,22.8,66.4,1.0,3.0,0
aj green,2020,WR,Georgia,1988-07-31,32.10958904109589,76,207,9,['CIN'],104,47,523,2,0,0,0,0.0,523,16,14,0.184070796460177,0.12634408602150538,0.13788557869760085,0.10526315789473684,0.0,0.0,0.0,0.4519,11.13,32.7,2.94,6.5,0.0,0.0,0.0,64.3,87.8,111.3,156.8,66.4,154.6,1.0,1.0,0
aj green,2021,WR,Georgia,1988-07-31,33.10958904109589,76,207,10,['ARI'],92,54,848,3,0,0,0,0.0,848,16,9,0.16112084063047286,0.13012048192771083,0.18386816999132696,0.1111111111111111,0.0,0.0,0.0,0.587,15.7,53.0,3.37,5.75,0.0,0.0,0.0,102.8,129.8,156.8,59.6,154.6,198.0,1.0,1.0,0
aj green,2022,WR,Georgia,1988-07-31,34.10958904109589,76,207,11,['ARI'],47,24,236,2,0,0,0,0.0,236,15,10,0.07413249211356467,0.05555555555555555,0.05956587582029278,0.11764705882352941,0.0,0.0,0.0,0.5106,9.83,15.7,1.6,3.13,0.0,0.0,0.0,35.6,47.6,59.6,0.0,198.0,9999.0,1.0,3.0,0
aj jenkins,2012,WR,Illinois,1989-09-30,22.936986301369863,72,192,0,['SF'],1,0,0,0,0,0,0,0.0,0,3,0,0.002320185614849188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,21.6,9999.0,9999.0,3.0,2.0,0
aj jenkins,2013,WR,Illinois,1989-09-30,23.936986301369863,72,192,1,['KC'],17,8,130,0,2,6,0,0.0,136,16,1,0.03189493433395872,0.024096385542168676,0.0364656381486676,0.0,0.005681818181818182,0.003814367450731087,0.0,0.4706,16.25,8.1,0.5,1.06,3.0,0.12,0.4,13.6,17.6,21.6,17.1,9999.0,9999.0,2.0,2.0,0
aj jenkins,2014,WR,Illinois,1989-09-30,24.936986301369863,72,192,2,['KC'],15,9,93,0,2,-2,0,1.0,91,9,2,0.030927835051546393,0.028125,0.027129521586931157,0.0,0.005434782608695652,-0.001215066828675577,0.0,0.6,10.33,10.3,1.0,1.67,-1.0,0.22,-0.2,8.100000000000001,12.600000000000001,17.1,0.0,9999.0,9999.0,2.0,4.0,0
akeem hunt,2015,RB,Purdue,1993-02-22,22.53698630136986,70,185,0,['HOU'],10,6,39,0,17,96,0,0.0,135,7,1,0.016339869281045753,0.01680672268907563,0.009577603143418467,0.0,0.03917050691244239,0.05807622504537205,0.0,0.6,6.5,5.6,0.86,1.43,5.65,2.43,13.7,13.5,16.5,19.5,14.8,9999.0,9999.0,4.0,4.0,0
akeem hunt,2016,RB,Purdue,1993-02-22,23.53972602739726,70,185,1,['HOU'],4,3,29,0,20,109,0,2.0,138,8,0,0.006944444444444444,0.008670520231213872,0.00844988344988345,0.0,0.047619047619047616,0.06351981351981352,0.0,0.75,9.67,3.6,0.37,0.5,5.45,2.5,13.6,11.8,13.3,14.8,9.4,504.0,423.0,4.0,5.0,0
akeem hunt,2017,RB,Purdue,1993-02-22,24.53972602739726,70,185,2,['KC'],7,4,31,0,8,23,0,0.0,54,15,0,0.013282732447817837,0.011019283746556474,0.007165973185390661,0.0,0.02373887240356083,0.01495448634590377,0.0,0.5714,7.75,2.1,0.27,0.47,2.87,0.53,1.5,5.4,7.4,9.4,0.0,423.0,9999.0,5.0,3.0,0
akwasi owusu-ansah,2010,WR,Indiana (PA),1988-04-10,22.40821917808219,72,207,0,['DAL'],0,0,0,0,0,0,0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
akwasi owusu-ansah,2011,WR,Indiana (PA),1988-04-10,23.40821917808219,72,207,1,"['DAL', 'JAX']",0,0,0,0,0,0,0,0.0,0,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
alan cross,2016,FB,Memphis,1993-05-02,23.350684931506848,73,235,0,['TB'],10,6,38,1,0,0,0,0.0,38,14,0,0.017513134851138354,0.016901408450704224,0.009123649459783913,0.034482758620689655,0.0,0.0,0.0,0.6,6.33,2.7,0.43,0.71,0.0,0.0,0.0,9.8,12.8,15.8,10.8,9999.0,9999.0,3.0,3.0,0
alan cross,2017,FB,Memphis,1993-05-02,24.350684931506848,73,235,1,['TB'],6,5,58,0,0,0,0,0.0,58,8,4,0.010084033613445379,0.013262599469496022,0.01259500542888165,0.0,0.0,0.0,0.0,0.8333,11.6,7.2,0.62,0.75,0.0,0.0,0.0,5.8,8.3,10.8,2.9,459.0,458.0,1.0,3.0,1
alan cross,2018,FB,Memphis,1993-05-02,25.350684931506848,73,235,2,['TB'],5,2,9,0,0,0,0,0.0,9,14,3,0.008077544426494346,0.004901960784313725,0.0016797312430011197,0.0,0.0,0.0,0.0,0.4,4.5,0.6,0.14,0.36,0.0,0.0,0.0,0.9,1.9,2.9,0.0,458.0,9999.0,3.0,3.0,0
albert wilson,2014,WR,Georgia St.,1992-07-12,22.153424657534245,69,195,0,['KC'],28,16,260,0,0,0,0,0.0,260,12,2,0.0577319587628866,0.05,0.07584597432905485,0.0,0.0,0.0,0.0,0.5714,16.25,21.7,1.33,2.33,0.0,0.0,0.0,26.0,34.0,42.0,94.7,9999.0,9999.0,2.0,1.0,0
albert wilson,2015,WR,Georgia St.,1992-07-12,23.153424657534245,69,195,1,['KC'],57,35,451,2,5,26,0,0.0,477,14,12,0.12311015118790497,0.11290322580645161,0.12911537360435155,0.1,0.014326647564469915,0.01680672268907563,0.0,0.614,12.89,32.2,2.5,4.07,5.2,0.36,1.9,59.7,77.2,94.7,81.9,9999.0,9999.0,1.0,1.0,0
albert wilson,2016,WR,Georgia St.,1992-07-12,24.156164383561645,69,195,2,['KC'],51,31,279,2,2,50,1,0.0,329,16,5,0.09532710280373832,0.08516483516483517,0.0712461695607763,0.10526315789473684,0.005571030640668524,0.030902348578491966,0.1111111111111111,0.6078,9.0,17.4,1.94,3.19,25.0,0.12,3.1,50.9,66.4,81.9,116.0,231.0,205.0,1.0,2.0,0
albert wilson,2017,WR,Georgia St.,1992-07-12,25.156164383561645,69,195,3,['KC'],62,42,554,3,3,6,0,0.0,560,13,7,0.11764705882352941,0.11570247933884298,0.12806287563569116,0.11538461538461539,0.008902077151335312,0.0039011703511053317,0.0,0.6774,13.19,42.6,3.23,4.77,2.0,0.23,0.5,74.0,95.0,116.0,90.7,205.0,182.0,2.0,2.0,0
albert wilson,2018,WR,Georgia St.,1992-07-12,26.156164383561645,69,195,4,['MIA'],35,26,391,4,8,16,0,0.0,407,7,3,0.08064516129032258,0.08934707903780069,0.11826981246218995,0.16,0.02416918429003021,0.010178117048346057,0.0,0.7429,15.04,55.9,3.71,5.0,2.0,1.14,2.3,64.7,77.7,90.7,88.6,182.0,178.0,2.0,1.0,0
albert wilson,2019,WR,Georgia St.,1992-07-12,27.156164383561645,69,195,5,['MIA'],62,43,351,1,5,45,0,0.0,396,13,4,0.10299003322259136,0.11684782608695653,0.08529769137302552,0.05,0.01718213058419244,0.05011135857461024,0.0,0.6935,8.16,27.0,3.31,4.77,9.0,0.38,3.5,45.6,67.1,88.6,48.0,178.0,243.0,1.0,1.0,0
albert wilson,2021,WR,Georgia St.,1992-07-12,29.15890410958904,69,195,7,['MIA'],39,25,213,0,4,17,0,0.0,230,14,5,0.06521739130434782,0.062034739454094295,0.05412960609911054,0.0,0.010554089709762533,0.01241782322863404,0.0,0.641,8.52,15.2,1.79,2.79,4.25,0.29,1.2,23.0,35.5,48.0,0.0,243.0,9999.0,1.0,3.0,0
albert young,2009,RB,Iowa,1985-02-25,24.53150684931507,70,209,0,['MIN'],0,0,0,0,12,53,0,0.0,53,7,0,0.0,0.0,0.0,0.0,0.027210884353741496,0.027589796980739198,0.0,0.0,0.0,0.0,0.0,0.0,4.42,1.71,7.6,5.3,5.3,5.3,6.0,9999.0,9999.0,3.0,3.0,0
albert young,2010,RB,Iowa,1985-02-25,25.53150684931507,70,209,1,['MIN'],2,2,11,0,13,29,0,0.0,40,3,0,0.003976143141153081,0.006557377049180328,0.0033062819356777877,0.0,0.03258145363408521,0.01656196459166191,0.0,1.0,5.5,3.7,0.67,0.67,2.23,4.33,9.7,4.0,5.0,6.0,0.0,9999.0,9999.0,3.0,3.0,0
aldrick robinson,2012,WR,SMU,1988-09-24,23.953424657534246,70,185,0,['WAS'],19,11,237,3,1,14,0,0.0,251,15,2,0.04387990762124711,0.037800687285223365,0.06464811783960721,0.125,0.0025252525252525255,0.007478632478632479,0.0,0.5789,21.55,15.8,0.73,1.27,14.0,0.07,0.9,43.099999999999994,48.599999999999994,54.099999999999994,66.1,9999.0,9999.0,3.0,2.0,0
aldrick robinson,2013,WR,SMU,1988-09-24,24.953424657534246,70,185,1,['WAS'],46,18,365,2,3,-4,0,0.0,361,16,1,0.07666666666666666,0.05070422535211268,0.08996795661819078,0.1,0.008264462809917356,-0.002408187838651415,0.0,0.3913,20.28,22.8,1.12,2.87,-1.33,0.19,-0.2,48.1,57.1,66.1,1.6,9999.0,9999.0,2.0,3.0,0
aldrick robinson,2014,WR,SMU,1988-09-24,25.953424657534246,70,185,2,['WAS'],3,1,6,0,0,0,0,0.0,6,5,0,0.0055147058823529415,0.0027472527472527475,0.0013449899125756557,0.0,0.0,0.0,0.0,0.3333,6.0,1.2,0.2,0.6,0.0,0.0,0.0,0.6,1.1,1.6,64.3,9999.0,9999.0,3.0,2.0,0
